740c|je 0x3f8013fb6
4c8b158a7f0500|mov 0x57f8a(%rip),%r10 
488b05d2e80300|mov 0x3e8d2(%rip),%rax 
4c8d358f440e00|lea 0xe448f(%rip),%r14 
488d15b46a0600|lea 0x66ab4(%rip),%rdx 
488d15b0391b00|lea 0x1b39b0(%rip),%rdx 
8b0d02fc0b00|mov 0xbfc02(%rip),%ecx 
488d0d59a20c00|lea 0xca259(%rip),%rcx 
4c8baf50040000|mov 0x450(%rdi),%r13
488d15c2fa0100|lea 0x1fac2(%rip),%rdx 
e8ba1b1400|callq 0x3fced54e8
488d15a4c10600|lea 0x6c1a4(%rip),%rdx 
7439|je 0x3fb901900
488d0d356a0e00|lea 0xe6a35(%rip),%rcx 
740d|je 0x3fc2d6acf
48f78424c00100|testq $0x4000,0x1c0(%rsp)
f6d2|not %dl
4c8d1daa860000|lea 0x86aa(%rip),%r11 
410fb6adff0000|movzbl 0xff(%r13),%ebp
4981c4e0660000|add $0x66e0,%r12
c7442438c40b00|movl $0xbc4,0x38(%rsp)
e8ffa8feff|callq 0x3e62b4040
8b05a2930f00|mov 0xf93a2(%rip),%eax 
41c785e8020000|movl $0x0,0x2e8(%r13)
488d0592073d01|lea 0x13d0792(%rip),%rax 
488d0d35ba0000|lea 0xba35(%rip),%rcx 
c7842440380000|movl $0x7,0x3840(%rsp)
488b8424700900|mov 0x970(%rsp),%rax
ebb4|jmp 0x3e538f2d6
420fb6740d01|movzbl 0x1(%rbp,%r9,1),%esi
e91dffffff|jmpq 0x3f39e3d2c
48c78424b00000|movq $0xffff,0xb0(%rsp)
488d0d28430100|lea 0x14328(%rip),%rcx 
e96ffcffff|jmpq 0x10043023f
488d3dc6940200|lea 0x294c6(%rip),%rdi 
c6866902000001|movb $0x1,0x269(%rsi)
8b1deb100400|mov 0x410eb(%rip),%ebx 
7e27|jle 0x3e6f7f2c0
d905eca40b00|flds 0xba4ec(%rip) 
e968ffffff|jmpq 0x3f4405923
488b05aa0e4701|mov 0x1470eaa(%rip),%rax 
c4c259dde1|vaesenclast %xmm9,%xmm4,%xmm4
7564|jne 0x3fbfa2d1e
e8b9050300|callq 0x3e6baa5c0
e8c13c0c00|callq 0x3f45cf270
7465|je 0x100467955
db2da0ce0000|fldt 0xcea0(%rip) 
0f94442434|sete 0x34(%rsp)
c6836b01000000|movb $0x0,0x16b(%rbx)
db3d63700200|fstpt 0x27063(%rip) 
8915fb520400|mov %edx,0x452fb(%rip) 
ebcd|jmp 0x3fb166747
f6058cdd190020|testb $0x20,0x19dd8c(%rip) 
458d9405a1ebd9|lea 0x6ed9eba1(%r13,%rax,1),%r10d
7408|je 0x3ff2e495a
4c8d05faef0400|lea 0x4effa(%rip),%r8 
4b8d3cc2|lea (%r10,%r8,8),%rdi
e90bffffff|jmpq 0x1004293f3
488d059562ab00|lea 0xab6295(%rip),%rax 
c7442420a10500|movl $0x5a1,0x20(%rsp)
488d05af810400|lea 0x481af(%rip),%rax 
e8d64defff|callq 0x3fe078800
c705b11b020001|movl $0x1,0x21bb1(%rip) 
488b05cf590400|mov 0x459cf(%rip),%rax 
488b0da45b0200|mov 0x25ba4(%rip),%rcx 
4883b820010000|cmpq $0x0,0x120(%rax)
e988feffff|jmpq 0x3f45b6c2a
488b058fac0100|mov 0x1ac8f(%rip),%rax 
483b9060010000|cmp 0x160(%rax),%rdx
4c8925647e0b00|mov %r12,0xb7e64(%rip) 
4c8babc8000000|mov 0xc8(%rbx),%r13
488b05dd830c00|mov 0xc83dd(%rip),%rax 
488b0538850900|mov 0x98538(%rip),%rax 
488b053e7a0500|mov 0x57a3e(%rip),%rax 
488d05f25b0000|lea 0x5bf2(%rip),%rax 
7429|je 0x3e529dcf5
740a|je 0x3f7cb0a49
488b1dd9593000|mov 0x3059d9(%rip),%rbx 
488d1577280d00|lea 0xd2877(%rip),%rdx 
758d|jne 0x3f36f9a80
488d1519f10200|lea 0x2f119(%rip),%rdx 
c5c572f519|vpslld $0x19,%ymm5,%ymm7
488d0d31d91500|lea 0x15d931(%rip),%rcx 
e89cf6ffff|callq 0x100715a90
488d05cf460500|lea 0x546cf(%rip),%rax 
7406|je 0x3fca669cc
4c8b0529b10200|mov 0x2b129(%rip),%r8 
488d4ef8|lea -0x8(%rsi),%rcx
483993c8010000|cmp %rdx,0x1c8(%rbx)
488d0d5a9f0000|lea 0x9f5a(%rip),%rcx 
e8a1662400|callq 0x3f56bde10
e96dffffff|jmpq 0x3f5cac059
4c8b05d2bf8800|mov 0x88bfd2(%rip),%r8 
8a4639|mov 0x39(%rsi),%al
e887400000|callq 0x100458f70
803d590a000000|cmpb $0x0,0xa59(%rip) 
488b350ce50a00|mov 0xae50c(%rip),%rsi 
c7842408070000|movl $0x3,0x708(%rsp)
488d353bf9ffff|lea -0x6c5(%rip),%rsi 
488d3ded050300|lea 0x305ed(%rip),%rdi 
488b0d9d570d00|mov 0xd579d(%rip),%rcx 
488b2d9eb50000|mov 0xb59e(%rip),%rbp 
89542414|mov %edx,0x14(%rsp)
488d0dab070600|lea 0x607ab(%rip),%rcx 
488b055d750600|mov 0x6755d(%rip),%rax 
488d0debf50600|lea 0x6f5eb(%rip),%rcx 
4c8d0579b50200|lea 0x2b579(%rip),%r8 
488d0d24763400|lea 0x347624(%rip),%rcx 
488d0d3fb10e00|lea 0xeb13f(%rip),%rcx 
4181fdc2000000|cmp $0xc2,%r13d
66450f70e439|pshufd $0x39,%xmm12,%xmm12
48890558ff0700|mov %rax,0x7ff58(%rip) 
4c8d05c8fa2901|lea 0x129fac8(%rip),%r8 
81e900030100|sub $0x10300,%ecx
db2d88bd0000|fldt 0xbd88(%rip) 
488b0d43e1c300|mov 0xc3e143(%rip),%rcx 
488d15b5929900|lea 0x9992b5(%rip),%rdx 
488b35828d3200|mov 0x328d82(%rip),%rsi 
4c8d2d464e0000|lea 0x4e46(%rip),%r13 
0f8487140000|je 0x3fc47d693
833d416b000000|cmpl $0x0,0x6b41(%rip) 
660f6f058afe02|movdqa 0x2fe8a(%rip),%xmm0 
488d0d978a0000|lea 0x8a97(%rip),%rcx 
488d15432d0000|lea 0x2d43(%rip),%rdx 
48890d7c340500|mov %rcx,0x5347c(%rip) 
488d1523091f00|lea 0x1f0923(%rip),%rdx 
428d4440d0|lea -0x30(%rax,%r8,2),%eax
488d0db12d0600|lea 0x62db1(%rip),%rcx 
48ff257e332f00|rex.W jmpq *0x2f337e(%rip) 
488b3d87020900|mov 0x90287(%rip),%rdi 
488d35b2490300|lea 0x349b2(%rip),%rsi 
4c8b25bd1f0800|mov 0x81fbd(%rip),%r12 
488b0542c10700|mov 0x7c142(%rip),%rax 
f20f10154d3811|movsd 0x11384d(%rip),%xmm2 
f20f104e70|movsd 0x70(%rsi),%xmm1
4c8d05f2200c00|lea 0xc20f2(%rip),%r8 
488d0594310c00|lea 0xc3194(%rip),%rax 
e8b0e42100|callq 0x100660158
488d8b78030000|lea 0x378(%rbx),%rcx
488d0524441400|lea 0x144424(%rip),%rax 
4181e140010000|and $0x140,%r9d
e8539b0700|callq 0x3e864e228
e957feffff|jmpq 0x3e6c78995
db2d9e580100|fldt 0x1589e(%rip) 
e8ed8deaff|callq 0x3ff09f830
488d156b743400|lea 0x34746b(%rip),%rdx 
c68424d4030000|movb $0x80,0x3d4(%rsp)
c605c3e6000001|movb $0x1,0xe6c3(%rip) 
e9f4feffff|jmpq 0x3fb5d4aad
e936efffff|jmpq 0x3f45e80cd
488d05958f4600|lea 0x468f95(%rip),%rax 
488d15e5460600|lea 0x646e5(%rip),%rdx 
488d0df647f6ff|lea -0x9b80a(%rip),%rcx 
8bb42430030000|mov 0x330(%rsp),%esi
e82a870d00|callq 0x3fc164960
4c8b2d298a0500|mov 0x58a29(%rip),%r13 
483b9728050000|cmp 0x528(%rdi),%rdx
488d0d6b6d1300|lea 0x136d6b(%rip),%rcx 
488d0560c80100|lea 0x1c860(%rip),%rax 
e8138ef4ff|callq 0x3fdfbb300
488b0569170100|mov 0x11769(%rip),%rax 
488d0d7da90200|lea 0x2a97d(%rip),%rcx 
75d1|jne 0x3f4ec8c27
2b050c970300|sub 0x3970c(%rip),%eax 
bd00ffffff|mov $0xffffff00,%ebp
48a90000ffff|test $0xffffffffffff0000,%rax
0fbe4c2fff|movsbl -0x1(%rdi,%rbp,1),%ecx
e8f5a52400|callq 0x3fae27a10
488d056c820400|lea 0x4826c(%rip),%rax 
448d5301|lea 0x1(%rbx),%r10d
478b348a|mov (%r10,%r9,4),%r14d
e8e3380900|callq 0x3f3330cb8
488d1546ab3501|lea 0x135ab46(%rip),%rdx 
db2df25c0000|fldt 0x5cf2(%rip) 
0f846e120000|je 0x3f4c68152
488d0513211801|lea 0x1182113(%rip),%rax 
488d15edf60500|lea 0x5f6ed(%rip),%rdx 
e884380000|callq 0x3f4541760
488db424f01000|lea 0x10f0(%rsp),%rsi
488d1dff800700|lea 0x780ff(%rip),%rbx 
488d0d58330000|lea 0x3358(%rip),%rcx 
458bb424382f01|mov 0x12f38(%r12),%r14d
c6860b01000005|movb $0x5,0x10b(%rsi)
8d68f9|lea -0x7(%rax),%ebp
48833d977d0000|cmpq $0x0,0x7d97(%rip) 
488b05cdf55b00|mov 0x5bf5cd(%rip),%rax 
81fd981e0000|cmp $0x1e98,%ebp
42c604082f|movb $0x2f,(%rax,%r9,1)
488d050a0b0700|lea 0x70b0a(%rip),%rax 
488d05f9102a00|lea 0x2a10f9(%rip),%rax 
488d1dee480700|lea 0x748ee(%rip),%rbx 
488b15e8900700|mov 0x790e8(%rip),%rdx 
e99cfeffff|jmpq 0x3fca97578
81fa28390000|cmp $0x3928,%edx
488d0d7be30100|lea 0x1e37b(%rip),%rcx 
488d0da28a3300|lea 0x338aa2(%rip),%rcx 
488b05f1690600|mov 0x669f1(%rip),%rax 
7411|je 0x100457448
488d0d1b911000|lea 0x10911b(%rip),%rcx 
8d42db|lea -0x25(%rdx),%eax
488d0ddac6ffff|lea -0x3926(%rip),%rcx 
0f8413fcffff|je 0x3fed6f797
e815210000|callq 0x3e5f96450
44394814|cmp %r9d,0x14(%rax)
488d05eccc0800|lea 0x8ccec(%rip),%rax 
488b3d8b2f0b00|mov 0xb2f8b(%rip),%rdi 
488d055fe20300|lea 0x3e25f(%rip),%rax 
e813b30400|callq 0x1004ee660
488d151f4ea000|lea 0xa04e1f(%rip),%rdx 
f20f102d783a00|movsd 0x3a78(%rip),%xmm5 
eb7b|jmp 0x1004eac7e
f642d001|testb $0x1,-0x30(%rdx)
488d15e5368600|lea 0x8636e5(%rip),%rdx 
488d15bba00200|lea 0x2a0bb(%rip),%rdx 
720d|jb 0x3f42f1ac4
8805f7650600|mov %al,0x665f7(%rip) 
0f868b010000|jbe 0x3ff1161b0
488d1564930d00|lea 0xd9364(%rip),%rdx 
488b057deb3200|mov 0x32eb7d(%rip),%rax 
41b9d2000000|mov $0xd2,%r9d
66897c2476|mov %di,0x76(%rsp)
488b153cc31100|mov 0x11c33c(%rip),%rdx 
c705c4ac030000|movl $0xfffffe00,0x3acc4(%rip) 
488d3df4271600|lea 0x1627f4(%rip),%rdi 
660f6f94240001|movdqa 0x100(%rsp),%xmm2
488db4248e0100|lea 0x18e(%rsp),%rsi
7466|je 0x100448ad0
0fb612|movzbl (%rdx),%edx
488905419d0b00|mov %rax,0xb9d41(%rip) 
c7839403000001|movl $0x1,0x394(%rbx)
410fb685c80000|movzbl 0xc8(%r13),%eax
48399f00030000|cmp %rbx,0x300(%rdi)
488d05dc250800|lea 0x825dc(%rip),%rax 
488905cc068e00|mov %rax,0x8e06cc(%rip) 
0f84f6feffff|je 0x3fb8102ef
443b8938010000|cmp 0x138(%rcx),%r9d
c5dd72f31b|vpslld $0x1b,%ymm3,%ymm4
e8f4e3ffff|callq 0x3f8ab20e0
d805c7780300|fadds 0x378c7(%rip) 
e81e490100|callq 0x3f7d479e0
7426|je 0x3f54a280b
488b54c230|mov 0x30(%rdx,%rax,8),%rdx
488d15da181300|lea 0x1318da(%rip),%rdx 
8986a4000000|mov %eax,0xa4(%rsi)
488d158f6c1800|lea 0x186c8f(%rip),%rdx 
488d15f2d51000|lea 0x10d5f2(%rip),%rdx 
8b4d00|mov 0x0(%rbp),%ecx
488d0d31fd0600|lea 0x6fd31(%rip),%rcx 
488d3dd0a30900|lea 0x9a3d0(%rip),%rdi 
488d1576a12600|lea 0x26a176(%rip),%rdx 
0f8516ffffff|jne 0x1004ae930
e8d5961800|callq 0x100719540
488d0546ea0b00|lea 0xbea46(%rip),%rax 
488d159f450300|lea 0x3459f(%rip),%rdx 
4180f898|cmp $0x98,%r8b
488d0da5372000|lea 0x2037a5(%rip),%rcx 
4a8944faf8|mov %rax,-0x8(%rdx,%r15,8)
488d0506620000|lea 0x6206(%rip),%rax 
e80ece0700|callq 0x3f2ffe080
4c8d0d830c0800|lea 0x80c83(%rip),%r9 
488d15f98d1f00|lea 0x1f8df9(%rip),%rdx 
c78504010000e4|movl $0x8e4,0x104(%rbp)
488d1567200a00|lea 0xa2067(%rip),%rdx 
41b9656e0000|mov $0x6e65,%r9d
f644242004|testb $0x4,0x20(%rsp)
4c8d0595c10b00|lea 0xbc195(%rip),%r8 
4180783cff|cmpb $0xff,0x3c(%r8)
488b1d62b65300|mov 0x53b662(%rip),%rbx 
418b96f00c0000|mov 0xcf0(%r14),%edx
488b05a4129b00|mov 0x9b12a4(%rip),%rax 
83e0e6|and $0xffffffe6,%eax
e861e00900|callq 0x3f3330ba8
488d1da988af00|lea 0xaf88a9(%rip),%rbx 
e82bf0ffff|callq 0x3f3931da0
488d05f5b50600|lea 0x6b5f5(%rip),%rax 
418d55f3|lea -0xd(%r13),%edx
488d152ddd1500|lea 0x15dd2d(%rip),%rdx 
408a30|mov (%rax),%sil
488b353e0e1100|mov 0x110e3e(%rip),%rsi 
f30f107608|movss 0x8(%rsi),%xmm6
4c8d2d3cfd0400|lea 0x4fd3c(%rip),%r13 
e97afeffff|jmpq 0x3f67ac43d
eb00|jmp 0x3f7d1724b
48be616c797369|movabs $0x5320736973796c61,%rsi
89052eac0400|mov %eax,0x4ac2e(%rip) 
4c8d351a890400|lea 0x4891a(%rip),%r14 
c6842480000000|movb $0x4f,0x80(%rsp)
488d0d6ad40100|lea 0x1d46a(%rip),%rcx 
7467|je 0x3fa6c0f14
488d0d558d3d00|lea 0x3d8d55(%rip),%rcx 
f20f118be80000|movsd %xmm1,0xe8(%rbx)
c705b9319e0000|movl $0x0,0x9e31b9(%rip) 
488b0530570400|mov 0x45730(%rip),%rax 
e80363faff|callq 0x1005a1c00
488d15e4552c00|lea 0x2c55e4(%rip),%rdx 
c6842487000000|movb $0x2e,0x87(%rsp)
4c890573d10100|mov %r8,0x1d173(%rip) 
4508f0|or %r14b,%r8b
4c8d0577360400|lea 0x43677(%rip),%r8 
448b8944010000|mov 0x144(%rcx),%r9d
438d7c64fd|lea -0x3(%r12,%r12,2),%edi
488d05e3170300|lea 0x317e3(%rip),%rax 
488d0dc5ab2900|lea 0x29abc5(%rip),%rcx 
488d3df37e3b00|lea 0x3b7ef3(%rip),%rdi 
c644246041|movb $0x41,0x60(%rsp)
7429|je 0x1006fa3bb
488d3d36510400|lea 0x45136(%rip),%rdi 
f6461402|testb $0x2,0x14(%rsi)
450fb78424500e|movzwl 0xe50(%r12),%r8d
e8abdaffff|callq 0x3f97f25b0
8b83ac000000|mov 0xac(%rbx),%eax
488d0dc03a0800|lea 0x83ac0(%rip),%rcx 
488b1539d59500|mov 0x95d539(%rip),%rdx 
488d3d65920000|lea 0x9265(%rip),%rdi 
488d15d9470c00|lea 0xc47d9(%rip),%rdx 
c70579398f0000|movl $0x0,0x8f3979(%rip) 
488d0d13810f00|lea 0xf8113(%rip),%rcx 
7405|je 0x1004028e0
4d89b730010000|mov %r14,0x130(%r15)
0f8450020000|je 0x100402550
f20f583d504a01|addsd 0x14a50(%rip),%xmm7 
4c8b35b88c0e00|mov 0xe8cb8(%rip),%r14 
c605b257a00000|movb $0x0,0xa057b2(%rip) 
488d0db0ea2300|lea 0x23eab0(%rip),%rcx 
66894608|mov %ax,0x8(%rsi)
e8f4012100|callq 0x3fb9a1ec0
488d15d5590300|lea 0x359d5(%rip),%rdx 
488d0df0420100|lea 0x142f0(%rip),%rcx 
488d0d6d430000|lea 0x436d(%rip),%rcx 
488d1570e00300|lea 0x3e070(%rip),%rdx 
6681ffe800|cmp $0xe8,%di
488b0da2e80d00|mov 0xde8a2(%rip),%rcx 
c7010c000000|movl $0xc,(%rcx)
488d15cfd00200|lea 0x2d0cf(%rip),%rdx 
488d0d5cec0400|lea 0x4ec5c(%rip),%rcx 
80be1506000000|cmpb $0x0,0x615(%rsi)
8b057afe0400|mov 0x4fe7a(%rip),%eax 
0f87b6040000|ja 0x3fb826740
4c8d1dae032100|lea 0x2103ae(%rip),%r11 
488d0d70530100|lea 0x15370(%rip),%rcx 
488d1dc5c30400|lea 0x4c3c5(%rip),%rbx 
488d05e6c9ffff|lea -0x361a(%rip),%rax 
e8a87f0a00|callq 0x100654458
f20f1097080100|movsd 0x108(%rdi),%xmm2
488d0d165f0e00|lea 0xe5f16(%rip),%rcx 
488b05f4ec0d00|mov 0xdecf4(%rip),%rax 
488d0deab72f00|lea 0x2fb7ea(%rip),%rcx 
488d0db9e80d00|lea 0xde8b9(%rip),%rcx 
7542|jne 0x3fcfe65db
488d1565b30a00|lea 0xab365(%rip),%rdx 
488d0549810000|lea 0x8149(%rip),%rax 
4c8d0553f20200|lea 0x2f253(%rip),%r8 
488d15dad50a00|lea 0xad5da(%rip),%rdx 
488986a8010000|mov %rax,0x1a8(%rsi)
4e8d5c50d0|lea -0x30(%rax,%r10,2),%r11
470fb74c4d00|movzwl 0x0(%r13,%r9,2),%r9d
0f85b5feffff|jne 0x3f6c1fdc0
38156bce0500|cmp %dl,0x5ce6b(%rip) 
e920ffffff|jmpq 0x3f7bb1d75
488d05787bee00|lea 0xee7b78(%rip),%rax 
4c8d356a500600|lea 0x6506a(%rip),%r14 
482b8424680400|sub 0x468(%rsp),%rax
48394578|cmp %rax,0x78(%rbp)
0f86fe060000|jbe 180160fc0 
4c8d72d8|lea -0x28(%rdx),%r14
48c7057c550c00|movq $0x0,0xc557c(%rip) 
488d055a340000|lea 0x345a(%rip),%rax 
4401fe|add %r15d,%esi
807e3001|cmpb $0x1,0x30(%rsi)
488d054f580600|lea 0x6584f(%rip),%rax 
488d0d9e8e0100|lea 0x18e9e(%rip),%rcx 
41c74138020000|movl $0x2,0x38(%r9)
e959ffffff|jmpq 0x1004631a0
483b05dd680000|cmp 0x68dd(%rip),%rax 
e88391fcff|callq 0x3f36d7080
488d056818ab00|lea 0xab1868(%rip),%rax 
660f5705a3021a|xorpd 0x1a02a3(%rip),%xmm0 
c64424375b|movb $0x5b,0x37(%rsp)
498986d00a0000|mov %rax,0xad0(%r14)
488b058b80f701|mov 0x1f7808b(%rip),%rax 
6683ff76|cmp $0x76,%di
488d3d942d1d00|lea 0x1d2d94(%rip),%rdi 
488d15a8490e00|lea 0xe49a8(%rip),%rdx 
488d0d7e760600|lea 0x6767e(%rip),%rcx 
e8a4300200|callq 0x1004eccf0
4c8d0563310500|lea 0x53163(%rip),%r8 
e914e2ffff|jmpq 0x3e689cf45
488d0d51da0400|lea 0x4da51(%rip),%rcx 
4c8b05e3487c00|mov 0x7c48e3(%rip),%r8 
c605e586010000|movb $0x0,0x186e5(%rip) 
488d053aa51400|lea 0x14a53a(%rip),%rax 
488b05f4d60b00|mov 0xbd6f4(%rip),%rax 
488b05c3240100|mov 0x124c3(%rip),%rax 
488d0d6d5d0900|lea 0x95d6d(%rip),%rcx 
8b9740010000|mov 0x140(%rdi),%edx
488d0d00f57000|lea 0x70f500(%rip),%rcx 
488905157f0000|mov %rax,0x7f15(%rip) 
488d0d7e741000|lea 0x10747e(%rip),%rcx 
db3d99550100|fstpt 0x15599(%rip) 
7408|je 0x3f8e259fd
488d3d521f0500|lea 0x51f52(%rip),%rdi 
c7442428830000|movl $0x83,0x28(%rsp)
488d0d6f230600|lea 0x6236f(%rip),%rcx 
4c8d057f980a00|lea 0xa987f(%rip),%r8 
e834a3ffff|callq 0x1004927e0
74c7|je 0x10043b365
0f8427ffffff|je 0x3e85b3bf0
488d0d02de8c00|lea 0x8cde02(%rip),%rcx 
488d0578096b00|lea 0x6b0978(%rip),%rax 
488d1504923b00|lea 0x3b9204(%rip),%rdx 
895664|mov %edx,0x64(%rsi)
488d0d2a382300|lea 0x23382a(%rip),%rcx 
48c7054645a000|movq $0x0,0xa04546(%rip) 
48393d2ccb1200|cmp %rdi,0x12cb2c(%rip) 
488b0d7c9c0100|mov 0x19c7c(%rip),%rcx 
41bc29200000|mov $0x2029,%r12d
488d15357d0800|lea 0x87d35(%rip),%rdx 
488b054b390e00|mov 0xe394b(%rip),%rax 
db2dffdd0200|fldt 0x2ddff(%rip) 
e8e8e3edff|callq 0x3fb81ced0
490fbf5628|movswq 0x28(%r14),%rdx
eb0d|jmp 0x1004832cd
e8e63975ff|callq 0x3fe0c8d10
498d8c24d80000|lea 0xd8(%r12),%rcx
488d0531620500|lea 0x56231(%rip),%rax 
488d3569d70c00|lea 0xcd769(%rip),%rsi 
8984bb24010000|mov %eax,0x124(%rbx,%rdi,4)
488d05bed61500|lea 0x15d6be(%rip),%rax 
488d0517fb0900|lea 0x9fb17(%rip),%rax 
4489c6|mov %r8d,%esi
0f853e250000|jne 0x1005de9d6
4889043e|mov %rax,(%rsi,%rdi,1)
440fb65560|movzbl 0x60(%rbp),%r10d
4c8b05383be000|mov 0xe03b38(%rip),%r8 
488d157b067300|lea 0x73067b(%rip),%rdx 
488b050b910900|mov 0x9910b(%rip),%rax 
488b0ddb210100|mov 0x121db(%rip),%rcx 
668987ba000000|mov %ax,0xba(%rdi)
488d05ef661400|lea 0x1466ef(%rip),%rax 
488d150a810f00|lea 0xf810a(%rip),%rdx 
488d05fb862000|lea 0x2086fb(%rip),%rax 
488d0513290600|lea 0x62913(%rip),%rax 
4439c5|cmp %r8d,%ebp
488d3509110900|lea 0x91109(%rip),%rsi 
0fb68722010000|movzbl 0x122(%rdi),%eax
c605490f010000|movb $0x0,0x10f49(%rip) 
0f8469fdffff|je 0x3e5ef679a
c705f5439e0004|movl $0x4,0x9e43f5(%rip) 
488d0d133d0100|lea 0x13d13(%rip),%rcx 
6644895c247e|mov %r11w,0x7e(%rsp)
4c8d0585cf1900|lea 0x19cf85(%rip),%r8 
488d1563480100|lea 0x14863(%rip),%rdx 
803dd53c010000|cmpb $0x0,0x13cd5(%rip) 
488d050e200d00|lea 0xd200e(%rip),%rax 
488d0d495d0d00|lea 0xd5d49(%rip),%rcx 
488d1586800700|lea 0x78086(%rip),%rdx 
488d3d2ca80300|lea 0x3a82c(%rip),%rdi 
830df141050004|orl $0x4,0x541f1(%rip) 
0f86bb030000|jbe 0x1004216f0
488d15e873a300|lea 0xa373e8(%rip),%rdx 
81e6feff0100|and $0x1fffe,%esi
488b1d02400800|mov 0x84002(%rip),%rbx 
48398424600100|cmp %rax,0x160(%rsp)
488d15be711400|lea 0x1471be(%rip),%rdx 
488d15b8a7ab00|lea 0xaba7b8(%rip),%rdx 
e9a2feffff|jmpq 0x10046b7b1
b897ffffff|mov $0xffffff97,%eax
db2dda560200|fldt 0x256da(%rip) 
413b5918|cmp 0x18(%r9),%ebx
0f85b6050000|jne 0x3f39ec7bb
c4e37bf0f30b|rorx $0xb,%ebx,%esi
488d15b5ef3901|lea 0x139efb5(%rip),%rdx 
e8d20e6b00|callq 0x3fd06b290
48c705efc11100|movq $0x0,0x11c1ef(%rip) 
f20f11b3980200|movsd %xmm6,0x298(%rbx)
4c8ba3b0010000|mov 0x1b0(%rbx),%r12
488d05834e7a00|lea 0x7a4e83(%rip),%rax 
488d0d1e09e2ff|lea -0x1df6e2(%rip),%rcx 
48890565563c00|mov %rax,0x3c5665(%rip) 
488b0581520100|mov 0x15281(%rip),%rax 
488b05a3df0500|mov 0x5dfa3(%rip),%rax 
488b2d21de0b00|mov 0xbde21(%rip),%rbp 
480f4d4b18|cmovge 0x18(%rbx),%rcx
488b1d685c0c00|mov 0xc5c68(%rip),%rbx 
898ac0010000|mov %ecx,0x1c0(%rdx)
d9058dd30100|flds 0x1d38d(%rip) 
e90df5ffff|jmpq 0x3f4737016
c60522dc000000|movb $0x0,0xdc22(%rip) 
488d050b9f8b00|lea 0x8b9f0b(%rip),%rax 
7419|je 0x1006a9317
0f2e050c720000|ucomiss 0x720c(%rip),%xmm0 
740d|je 0x3fe2cda65
0fbe45b4|movsbl -0x4c(%rbp),%eax
ebe3|jmp 0x3e88414fe
7448|je 0x10042421a
488d15c11b0600|lea 0x61bc1(%rip),%rdx 
488d0540dd0f00|lea 0xfdd40(%rip),%rax 
488b0d06690200|mov 0x26906(%rip),%rcx 
f20f103db63c00|movsd 0x3cb6(%rip),%xmm7 
488d15f42d0400|lea 0x42df4(%rip),%rdx 
f20f598424d000|mulsd 0xd0(%rsp),%xmm0
488d0dcb5f0400|lea 0x45fcb(%rip),%rcx 
488d0ddd1e0100|lea 0x11edd(%rip),%rcx 
7404|je 0x3e50f9c1d
488b051c180000|mov 0x181c(%rip),%rax 
488d9378020000|lea 0x278(%rbx),%rdx
488d05dbd60b00|lea 0xbd6db(%rip),%rax 
488d15e6bd0200|lea 0x2bde6(%rip),%rdx 
ba55100000|mov $0x1055,%edx
45895104|mov %r10d,0x4(%r9)
41b936210000|mov $0x2136,%r9d
488d0501890300|lea 0x38901(%rip),%rax 
7405|je 0x3f5eaef37
f20f100de63132|movsd 0x3231e6(%rip),%xmm1 
ff157b300a00|callq *0xa307b(%rip) 
ff1557450600|callq *0x64557(%rip) 
c74424704e0000|movl $0x4e,0x70(%rsp)
488b3d591c2700|mov 0x271c59(%rip),%rdi 
442b348a|sub (%rdx,%rcx,4),%r14d
488b15689f0f00|mov 0xf9f68(%rip),%rdx 
488d15d3781300|lea 0x1378d3(%rip),%rdx 
488905695d8e00|mov %rax,0x8e5d69(%rip) 
488d05965e1700|lea 0x175e96(%rip),%rax 
7408|je 0x3fac6bbc1
4c8d055aa10c00|lea 0xca15a(%rip),%r8 
7412|je 0x3fe0d05ef
488d3504d10500|lea 0x5d104(%rip),%rsi 
488d0dbb852600|lea 0x2685bb(%rip),%rcx 
c783140f000000|movl $0x0,0xf14(%rbx)
e8bbeffdff|callq 0x3f940d6f8
488d153d600c00|lea 0xc603d(%rip),%rdx 
ebac|jmp 0x10057f178
db2d2fed0100|fldt 0x1ed2f(%rip) 
488d1585544300|lea 0x435485(%rip),%rdx 
48890dda6f0000|mov %rcx,0x6fda(%rip) 
488d15296a2400|lea 0x246a29(%rip),%rdx 
f644300107|testb $0x7,0x1(%rax,%rsi,1)
4180b9f1000000|cmpb $0x0,0xf1(%r9)
badd070000|mov $0x7dd,%edx
488d0db1aa0500|lea 0x5aab1(%rip),%rcx 
e94ce6ffff|jmpq 0x3e55a6c9d
488d051b770600|lea 0x6771b(%rip),%rax 
db3d7b9b0200|fstpt 0x29b7b(%rip) 
488b05fd340700|mov 0x734fd(%rip),%rax 
488d357d811800|lea 0x18817d(%rip),%rsi 
488d15590c0900|lea 0x90c59(%rip),%rdx 
f20f103d2c6037|movsd 0x37602c(%rip),%xmm7 
4c8d05d9b8fcff|lea -0x34727(%rip),%r8 
488d0ddbce0500|lea 0x5cedb(%rip),%rcx 
e892971e00|callq 0x100654d70
488d0523380000|lea 0x3823(%rip),%rax 
488b05a4f00500|mov 0x5f0a4(%rip),%rax 
8305a54b010001|addl $0x1,0x14ba5(%rip) 
488d05e4360400|lea 0x436e4(%rip),%rax 
488d3d60e50000|lea 0xe560(%rip),%rdi 
